,ts,title
1058,20091124," BlackBerry Friday & Apple Cyber Monday Only at OtterBox.com.  BlackBerry Friday & Apple Cyber Monday Only at OtterBox.com. Apple Rush Co., Inc. Starts Trial Marketing at Two Chicago freshii(TM) Locations"
1059,20091125,Research and Markets: Apple iPhone: Market Implications
1060,20091126,
1061,20091127,
1062,20091128,
1063,20091129,
1064,20091130,Apple Tees up Golfshot GPS with International Promotion. Apple Tees up Golfshot GPS with International Promotion
1065,20091201,"Zacks Analyst Blog Highlights: China Unicom, Google Inc, Apple Inc, China Mobile and China Telecom. Apple Approves Fourth Installment of Critically Acclaimed Navy Patrol Coastal Defense iPhone App. The Wine Connection: Featured by Apple for Using the iPhone. Apple Tees up Golfshot GPS with International Promotion"
1066,20091202,"Zacks Analyst Blog Highlights: Qualcomm Inc., Nokia Corp., Infineon Technologies AG, Apple Inc. and Verizon Wireless. SouthPeak Interactive Corporation Rolls into Mobile Marketplace with 'Schr̦dinger`s Rat' for Apple iPhone and iPod touch. Apple Rush Co., Inc. Expands Distribution. French Archos takes on Apple with tablet PCs. INTERVIEW-French Archos takes on Apple with tablet PCs"
1067,20091203,All-New 2011 Kia Sorento Takes Up Residence in the Big Apple
1068,20091204,OPTi Receives Final Judgment in Patent Infringement Action Against Apple Inc.
1069,20091205,Apple acquires music service Lala
1070,20091206,
1071,20091207,OPTi Inc. Announces that Apple Appeals Final Judgment in Patent Infringement Action. Apple customer collates 27-in. iMac display problems. Apple confirms Lala music service acquisition
1072,20091208," ioVector Launches in Apple iTunes.ca App Store.  ioVector Launches in Apple iTunes.ca App Store. Apple Rush Co., Inc. Increases Puerto Rico and Caribbean Distribution. CaseCruzer -- Apple iMac 27-Inch Computer Users Cheer Safe Landing With New Advanced Travel Case"
1073,20091209,"Apple may ship tablet as early as March, analysts say. Apple to launch tablet in spring 2010: analyst. Apple to launch tablet in spring 2010 - analyst. LivingSocial Deals Launches Group Buying iPhone Application, Now Available for Download in the Apple Store"
1074,20091210,FACTBOX: How Nokia and Apple square up
1075,20091211,"Apple fires back at Nokia in patents battle. Apple countersues Nokia over patents. Pearson Offers Apple Developers Access to Three New eBooks. Aftersoft Network N.A., Inc Announces Winners of Apple iPod touch. BRIEF-Nokia says Apple countersuit changes little. Apple Countersues Nokia"
1076,20091212,
1077,20091213,
1078,20091214,"Apple cites strong iMac demand amid shipping delays. Apple cites strong iMac demand amid shipping delays. The First ""Green"" Holiday Book Arrives at the Apple App Store Just in Time for Christmas.  Apple Accepts SPOOFEM.COM's iPhone Application. Coupons.com Mobile Application Now Available in Apple App Store. Grocery iQ 2.0 Now Available in Apple App Store. Epson Offers Free Printing App for Apple iPhone and iPod touch Users. Apple fires back at Nokia in patents battle"
1079,20091215,"Vyopta Releases Apple iPhone/iPod touch Application for Control of TANDBERG Systems.  SPOOFEM Submits New Application to Apple Inc..  Avaya Unified Communications Application Goes ""Lite"" for iPhone and Live via Apple App Store.  Avaya Unified Communications Application Goes ""Lite"" for iPhone and Live via Apple App Store. CaseCruzer -- Apple Mac Pro Tower Gets Travel Upgrade with New Shock-proof Portable Rack Case"
1080,20091216,Cosmic Apps by Peter Max! Max`s Cosmic Art and Dazzling Colors Are Now Available on Apple iPhone and iPod touch
1081,20091217,"Blue Gem Enterprise To Distribute Apple Rush Organic Juices. Raytheon Unveils Applications for the Apple iPhone. Apple Rush Co., Inc. Completes First Production Run of Organic 100% Juice Sparkling Beverages in Cans"
1082,20091218,"Apple Rush Co., Inc. Appoints Blue Gem Enterprise as its Southern Florida Distributor.. Google Phone and Netbook Hint at Apple Playbook"
1083,20091219,
1084,20091220,
1085,20091221,"Zacks Bull and Bear of the Day Highlights: Statoil ASA, The St. Joe Company, Research In Motion Limited, Apple and Motorola. Zacks Analyst Blog Highlights: Palm Inc., Verizon, Apple Inc., Nokia Corp. and Motorola"
1086,20091222,CBS and Walt Disney may join Apple TV venture: report. Report: Disney and CBS interested in Apple TV plans. CBS and Walt Disney may join Apple TV venture -WSJ. Apple firmware update aims to fix iMac flickering
1087,20091223,Apple to host product event in January: report. Apple to host product event in January: FT.  Curtis Sliwa to Anchor Mornings on AM 970 The Apple. Schr̦dinger's Rat Now Available on Apple App Store
1088,20091224,Apple shares hit new high on tablet excitement. Apple to host product event in January: report
1089,20091225,
1090,20091226,
1091,20091227,
1092,20091228,"Thomas Weisel raises price target on Apple shares. Apple Rush Co., Inc. has Retained the Services of Experienced New York Marketing Firm"
1093,20091229,Nokia files ITC patent complaint against Apple. Nokia opens new front in Apple patent battle. SCENARIOS: Ways ahead in Nokia vs Apple legal battle. UPDATE 2-Nokia opens new front in Apple patent battle. Nokia Requests ITC Investigation Into Apple Patent Infringement. BRIEF-Nokia opens new patent battle against Apple
1094,20091230,"Apple takes holiday customer satisfaction honors. Apple Picks New Technology as Featured iPhone App. Apple wins appeal over alleged iPod hearing loss. Apple wins appeal over alleged iPod hearing loss. Nokia's latest patent strike on Apple a risk, but may pay off. Nokia's ITC move vs Apple a risk, but may pay off. Apple censors Dalai Lama iPhone apps in China"
1095,20091231,4 reasons Apple will launch a tablet in 2010. Apple misses Boot Camp update deadline
1096,20100101,
1097,20100102,
1098,20100103,
1099,20100104,Apple to unveil tablet in January: report. Apple to unveil tablet in January-WSJ. Apple resolved iPhone trademark conflict in China. LIGATT Security International Officially Approved by Apple Inc.
1100,20100105,"Sandra 'Pepa' Denton and Three of Her Closest Friends Search for Mr. Right in the Big Apple. Cocoon Innovations Introduces a Complete Line of Organizational Accessories Compatible With the Apple iPod Touch, iPhone, and MacBook. Apple acquires mobile ad company Quattro Wireless. Nokia fires new patent lawsuit at Apple in growing battle. Nokia files new patent suit against Apple. FACTBOX: Nokia vs Apple legal battle. FACTBOX-Nokia vs Apple legal battle. UPDATE 1-Nokia files new patent suit against Apple. Nokia files new patent suit against Apple. Apple buying Quattro Wireless: report. Apple buying Quattro Wireless - report"
1101,20100106,"Apple to boost iPhone sales 35% this year, says expert. Ambrosia - The Perfect New Year Apple. Apple Reports 3 Billion Apps Downloaded in First 18 Months as AppTech Corp Receives Approval for iPhone App Development. Apple confirms buying mobile ad company Quattro"
1102,20100107,"Tablet? Slate? New devices emerge as Apple looms. CES-WRAPUP 2-Tablet? Slate? New devices emerge as Apple looms. Tablet? Slate? New devices emerge as Apple looms. CES-WRAPUP 1-Tablet? Slate? New devices emerge as Apple looms. Zacks Analyst Blog Highlights: Deutsche Telekom, AT&T;, Verizon, Google and Apple"
1103,20100108,Apple tablet supply chain points to Q2 launch: sources. Apple tablet PC supply chain points to Q2 launch -sources. RPT-CES-WRAPUP 2-Tablet?Slate? New devices emerge as Apple looms. Apple Rush Inc. Presents a New Look to Schools Nationwide. CSE Insurance Group Releases Accident Tool Kit Application at Apple App Store
1104,20100109,
1105,20100110,
1106,20100111,New Report: Google vs. Apple in Wireless. Hughes Learning Management Portal Goes Mobile with Apple iPhone Application
1107,20100112,"Zacks Bull and Bear of the Day Highlights: Best Buy, Pool Corporation, China Unicom, Google and Apple Inc.. Former Apple Software Chief Avie Tevanian Joins Elevation Partners as Managing Director"
1108,20100113,"Apple Valley Medical Clinic Has Highest Percentage of Patients Receiving Optimal Diabetes Care in Medical Group Category, Per Minnesota Community Measurement. Apple Rush Co., Inc. Expands Its West Coast Distribution"
1109,20100114,"Palm Benefits from Apple Alums. Kodak Alleges Patent Infringement by Apple and RIM. Glide OS Launches ""GDrive"" for Google Chrome, Mozilla Firefox, Microsoft Explorer and Apple Safari"
1110,20100115,"Zacks Analyst Blog Highlights: Hewlett-Packard Company, Microsoft Corporation, Google, Yahoo and Apple"
1111,20100116,Apple turns up heat in Nokia battle with ITC filing. UPDATE 1-Nokia says to defend against Apple filing to ITC
1112,20100117,Apple turns up heat in Nokia battle. Factbox: Nokia versus Apple legal battle. FACTBOX-Nokia vs Apple legal battle
1113,20100118,"Apple to host event January 27, tablet expected. Apple to host event January 27, tablet expected.  IBM Lotus Notes Applications Now on the Apple iPhone Through iEnterprises' Mobile Edge Wireless Solution; Launches at. SCENARIOS-What lies ahead in Nokia vs Apple legal battle"
1114,20100119,"Hardware expert bets on OLED for Apple tablet screen. Apple shares rally ahead of expected tablet launch. Apple shares rally ahead of expected tablet launch. How 'Bout Them Apples: Lifestyle Foods Launches Just Chillin' Apple Wedges, Under 30 Calories Each. Report: Apple in talks with publisher on tablet e-books. Apple Continues ""Me-Too"" Strategy in Nokia Battle"
1115,20100120,"Amazon, pre-empting Apple and Google, ups royalties. UPDATE 4-Amazon, pre-empting Apple and Google, ups royalties. After missing '09 deadline, Apple updates Boot Camp. atsec Announces Common Criteria Certification for Apple Mac OS X v10.6 Snow Leopard. Headway Begins Apple App Store Distribution of WORLD WAR II AIRPLANES / ZERO FIGHTER - a Collection of Stunning Airplane Illustrations for iPhone Viewing. Hon Hai, LG, Samsung seen supplying Apple tablet. Apple patches 12 Mac bugs in Flash, SSL"
1116,20100121,"1-in-5 consumers likely to buy Apple tablet, poll says. PREVIEW-Tablet launch, earnings mean big week for Apple"
1117,20100122,"Tablet launch, earnings mean big week for Apple. BullMarket.com Previews Earnings for Microsoft, Qualcomm, Amazon, & Apple"
1118,20100123,
1119,20100124,
1120,20100125,"Apple Q1 profits grow as iPhone shipments boom. Instant view: Apple profit increases, margins improve. Wall Street up as Bernanke support firms; Apple reports. US STOCKS-Wall St up as Bernanke support firms; Apple reports. Apple off in choppy action after results. UPDATE 2-U.S. trade body starts to probe Apple on patents. US STOCKS SNAPSHOT-S&P; 500, Nasdaq futures rise after Apple. Apple Reports First Quarter Results. U.S. trade body starts Apple probe on patents. U.S. trade body starts Apple probe on patents. FAQ: What we don't know about the Apple tablet. Apple beats"
1121,20100126,"Apple tablet can't save print on its own-analysts. Apple Maintains Brand Loyalty and Nears PC Primacy in 2 of 16 Countries, According to Forthcoming MetaFacts Apple Profile Report. Apple defends AT&T;, says partner will fix iPhone problems. Zacks Earnings Trends Highlights: Intel, Linear Technologies, Micron Technology, Apple and Microsoft. AT&T; sees soaring use of Wi-Fi -- just in time for an Apple tablet. Apple shares jump on results, tablet hype. Is there an eco-angle to an Apple tablet?. Appcelerator Survey Reveals Apple Tablet Vaulting into 3rd Place Behind iPhone and Android in Developers` Roadmap. Instant view: Apple profit increases, margins improve. Apple smashes Mac, iPhone sales records again. Apple Q1 profits grow as iPhone shipments boom. Apple ready for big device debut"
1122,20100127,"Twitter seen holding up under barrage of Apple iPad tweets. AT&T; retains Apple glitz with iPad deal. Apple Lifts 3G VoIP Restrictions, iCall with 3G Support Available Immediately. Apple unveils iPad, bets on new device class. AT&T; retains Apple glitz with iPad deal. AT&T; retains Apple glitz with iPad deal. Apple tablet costs $600 to $800, says beta tester. Twitter ablaze with tweets about Apple tablet. Zacks Analyst Blog Highlights: Apple Inc., Johnson & Johnson, DuPont EI De Nemours & Co., United States Steel Corporation and Texas Instruments. Wall Street gains on Fed's view; Apple lifts Nasdaq. US STOCKS-Wall St gains on Fed's view; Apple lifts Nasdaq. US STOCKS-Wall St rises on Fed statement; Apple lifts Nasdaq. Factbox: A look at Apple as it launches the iPad. FACTBOX-A look at Apple as it launches the iPad. US STOCKS-Dow, S&P; dip after Fed; Apple lifts Nasdaq. US STOCKS SNAPSHOT-Market turns up; Apple boosts Nasdaq. Timeline: Apple product introductions and milestones. Instant View: Apple unveils iPad, hoping for new hit. Apple Launches iPad. Apple shares hit session low after iPad unveiled. Apple prepares big bet on tablet computing. CHRONOLOGY - Apple product introductions and milestones. Developers crazy about Apple tablet, survey says. Is there an eco-angle to the Apple tablet?. LIGATT Security International's Hacker for Hire Application Submitted to Apple for....  Apple Press Conference: Insider Report by PowerPennyStocks.com.  Apple Press Conference: Insider Report by PowerPennyStocks.com. Apple tablet unlikely to be B2B-ready, says vendor. ITC to investigate Apple at Nokia's request. Apple unveils much anticipated iPad. Apple unveils much anticipated iPad"
1123,20100128,"Investors can try new claims vs Apple execs-court. UPDATE 1-Investors can try new claims vs Apple execs-court. National Federation of the Blind Commends Apple for Including VoiceOver on iPad. Investors can try new claims vs Apple execs: court. Investors can try new claims vs Apple execs-court. Apple shares slide in wake of iPad launch. Apple pitches $499 iPad, takes on Amazon. Apple shares slide in wake of iPad launch. Q+A: Apple unveils iPad tablet PC. Factbox: A look at Apple as it launches the iPad. Instant View: Apple unveils iPad, hoping for new hit. Timeline: Apple product introductions and milestones. Belkin Helps Keep You Always Connected with New Sleeves for the Apple iPad. Apple iPad Impressive, but Kindle Not Dead Yet; In-Stat Available for Commentary"
